2020-05-11 12:40:06.155,subject,front pants pocket,standing,unknown,10
2020-05-11 12:40:21.613,subject,front pants pocket,standing,unknown,10
2020-05-11 12:40:37.129,subject,front pants pocket,standing,unknown,10
2020-05-11 12:40:52.624,subject,front pants pocket,standing,unknown,10
2020-05-11 12:41:07.967,subject,front pants pocket,standing,unknown,10
2020-05-11 12:41:23.383,subject,front pants pocket,standing,unknown,10
2020-05-11 12:41:38.661,subject,front pants pocket,standing,unknown,10
2020-05-11 12:41:54.168,subject,front pants pocket,standing,unknown,10
2020-05-11 12:42:12.812,subject,front pants pocket,standing,unknown,12
2020-05-11 12:42:28.330,subject,front pants pocket,standing,unknown,12
2020-05-11 12:42:43.628,subject,front pants pocket,standing,unknown,12
2020-05-11 12:42:58.934,subject,front pants pocket,standing,unknown,12
2020-05-11 12:43:14.441,subject,front pants pocket,standing,unknown,12
2020-05-11 12:43:29.798,subject,front pants pocket,standing,unknown,12
2020-05-11 12:43:45.285,subject,front pants pocket,standing,unknown,12
2020-05-11 12:44:00.756,subject,front pants pocket,standing,unknown,12
2020-05-11 12:44:19.520,subject,front pants pocket,standing,unknown,15
2020-05-11 12:44:34.838,subject,front pants pocket,standing,unknown,15
2020-05-11 12:44:50.296,subject,front pants pocket,standing,unknown,15
2020-05-11 12:45:05.754,subject,front pants pocket,standing,unknown,15
2020-05-11 12:45:20.824,subject,front pants pocket,standing,unknown,15
2020-05-11 12:45:36.283,subject,front pants pocket,standing,unknown,15
2020-05-11 12:45:51.608,subject,front pants pocket,standing,unknown,15
2020-05-11 12:46:07.117,subject,front pants pocket,standing,unknown,15
2020-05-11 12:29:13.257,subject,front pants pocket,standing,unknown,3
2020-05-11 12:29:28.694,subject,front pants pocket,standing,unknown,3
2020-05-11 12:29:44.180,subject,front pants pocket,standing,unknown,3
2020-05-11 12:29:59.685,subject,front pants pocket,standing,unknown,3
2020-05-11 12:30:14.908,subject,front pants pocket,standing,unknown,3
2020-05-11 12:30:30.334,subject,front pants pocket,standing,unknown,3
2020-05-11 12:30:45.822,subject,front pants pocket,standing,unknown,3
2020-05-11 12:31:01.334,subject,front pants pocket,standing,unknown,3
2020-05-11 12:31:33.842,subject,front pants pocket,standing,unknown,4
2020-05-11 12:31:49.285,subject,front pants pocket,standing,unknown,4
2020-05-11 12:32:04.798,subject,front pants pocket,standing,unknown,4
2020-05-11 12:32:20.283,subject,front pants pocket,standing,unknown,4
2020-05-11 12:32:35.750,subject,front pants pocket,standing,unknown,4
2020-05-11 12:32:50.822,subject,front pants pocket,standing,unknown,4
2020-05-11 12:33:06.283,subject,front pants pocket,standing,unknown,4
2020-05-11 12:33:21.729,subject,front pants pocket,standing,unknown,4
2020-05-11 12:33:44.600,subject,front pants pocket,standing,unknown,5
2020-05-11 12:34:00.007,subject,front pants pocket,standing,unknown,5
2020-05-11 12:34:15.481,subject,front pants pocket,standing,unknown,5
2020-05-11 12:34:30.823,subject,front pants pocket,standing,unknown,5
2020-05-11 12:34:46.284,subject,front pants pocket,standing,unknown,5
2020-05-11 12:35:01.643,subject,front pants pocket,standing,unknown,5
2020-05-11 12:35:17.120,subject,front pants pocket,standing,unknown,5
2020-05-11 12:35:32.605,subject,front pants pocket,standing,unknown,5
2020-05-11 12:35:51.156,subject,front pants pocket,standing,unknown,6
2020-05-11 12:36:06.659,subject,front pants pocket,standing,unknown,6
2020-05-11 12:36:22.132,subject,front pants pocket,standing,unknown,6
2020-05-11 12:36:37.648,subject,front pants pocket,standing,unknown,6
2020-05-11 12:36:53.070,subject,front pants pocket,standing,unknown,6
2020-05-11 12:37:08.575,subject,front pants pocket,standing,unknown,6
2020-05-11 12:37:24.071,subject,front pants pocket,standing,unknown,6
2020-05-11 12:37:39.382,subject,front pants pocket,standing,unknown,6
2020-05-11 12:38:00.563,subject,front pants pocket,standing,unknown,8
2020-05-11 12:38:15.823,subject,front pants pocket,standing,unknown,8
2020-05-11 12:38:31.294,subject,front pants pocket,standing,unknown,8
2020-05-11 12:38:46.653,subject,front pants pocket,standing,unknown,8
2020-05-11 12:39:02.127,subject,front pants pocket,standing,unknown,8
2020-05-11 12:39:17.607,subject,front pants pocket,standing,unknown,8
2020-05-11 12:39:33.011,subject,front pants pocket,standing,unknown,8
2020-05-11 12:39:48.329,subject,front pants pocket,standing,unknown,8
