2020-05-26 16:27:00.442,subject,in hand,sitting,unknown,10
2020-05-26 16:27:15.854,subject,in hand,sitting,unknown,10
2020-05-26 16:27:31.286,subject,in hand,sitting,unknown,10
2020-05-26 16:27:46.520,subject,in hand,sitting,unknown,10
2020-05-26 16:28:01.920,subject,in hand,sitting,unknown,10
2020-05-26 16:28:17.287,subject,in hand,sitting,unknown,10
2020-05-26 16:28:32.753,subject,in hand,sitting,unknown,10
2020-05-26 16:28:48.253,subject,in hand,sitting,unknown,10
2020-05-26 16:29:14.939,subject,in hand,sitting,unknown,12
2020-05-26 16:29:30.285,subject,in hand,sitting,unknown,12
2020-05-26 16:29:45.786,subject,in hand,sitting,unknown,12
2020-05-26 16:30:01.293,subject,in hand,sitting,unknown,12
2020-05-26 16:30:16.753,subject,in hand,sitting,unknown,12
2020-05-26 16:30:32.253,subject,in hand,sitting,unknown,12
2020-05-26 16:30:47.486,subject,in hand,sitting,unknown,12
2020-05-26 16:31:02.997,subject,in hand,sitting,unknown,12
2020-05-26 16:31:30.160,subject,in hand,sitting,unknown,15
2020-05-26 16:31:45.668,subject,in hand,sitting,unknown,15
2020-05-26 16:32:01.086,subject,in hand,sitting,unknown,15
2020-05-26 16:32:16.385,subject,in hand,sitting,unknown,15
2020-05-26 16:32:31.585,subject,in hand,sitting,unknown,15
2020-05-26 16:32:47.085,subject,in hand,sitting,unknown,15
2020-05-26 16:33:02.452,subject,in hand,sitting,unknown,15
2020-05-26 16:33:17.952,subject,in hand,sitting,unknown,15
2020-05-26 16:05:48.318,subject,in hand,sitting,unknown,3
2020-05-26 16:06:03.825,subject,in hand,sitting,unknown,3
2020-05-26 16:06:19.218,subject,in hand,sitting,unknown,3
2020-05-26 16:06:34.658,subject,in hand,sitting,unknown,3
2020-05-26 16:06:50.124,subject,in hand,sitting,unknown,3
2020-05-26 16:07:05.625,subject,in hand,sitting,unknown,3
2020-05-26 16:07:21.057,subject,in hand,sitting,unknown,3
2020-05-26 16:07:36.558,subject,in hand,sitting,unknown,3
2020-05-26 16:08:08.424,subject,in hand,sitting,unknown,4
2020-05-26 16:08:23.791,subject,in hand,sitting,unknown,4
2020-05-26 16:08:39.217,subject,in hand,sitting,unknown,4
2020-05-26 16:08:54.723,subject,in hand,sitting,unknown,4
2020-05-26 16:09:10.224,subject,in hand,sitting,unknown,4
2020-05-26 16:09:25.724,subject,in hand,sitting,unknown,4
2020-05-26 16:09:41.233,subject,in hand,sitting,unknown,4
2020-05-26 16:09:56.690,subject,in hand,sitting,unknown,4
