2020-05-11 22:28:07.596,beacon, ,iPhone XR,10
2020-05-11 22:28:22.908,beacon, ,iPhone XR,10
2020-05-11 22:28:38.410,beacon, ,iPhone XR,10
2020-05-11 22:28:53.755,beacon, ,iPhone XR,10
2020-05-11 22:29:09.154,beacon, ,iPhone XR,10
2020-05-11 22:29:24.603,beacon, ,iPhone XR,10
2020-05-11 22:29:39.844,beacon, ,iPhone XR,10
2020-05-11 22:29:55.328,beacon, ,iPhone XR,10
2020-05-11 22:30:17.647,beacon, ,iPhone XR,12
2020-05-11 22:30:33.149,beacon, ,iPhone XR,12
2020-05-11 22:30:48.466,beacon, ,iPhone XR,12
2020-05-11 22:31:03.734,beacon, ,iPhone XR,12
2020-05-11 22:31:19.158,beacon, ,iPhone XR,12
2020-05-11 22:31:34.366,beacon, ,iPhone XR,12
2020-05-11 22:31:49.738,beacon, ,iPhone XR,12
2020-05-11 22:32:04.801,beacon, ,iPhone XR,12
2020-05-11 22:32:29.816,beacon, ,iPhone XR,15
2020-05-11 22:32:45.323,beacon, ,iPhone XR,15
2020-05-11 22:33:00.805,beacon, ,iPhone XR,15
2020-05-11 22:33:16.150,beacon, ,iPhone XR,15
2020-05-11 22:33:31.573,beacon, ,iPhone XR,15
2020-05-11 22:33:46.891,beacon, ,iPhone XR,15
2020-05-11 22:34:02.283,beacon, ,iPhone XR,15
2020-05-11 22:34:17.670,beacon, ,iPhone XR,15
2020-05-11 22:15:36.517,beacon, ,iPhone XR,3
2020-05-11 22:15:51.987,beacon, ,iPhone XR,3
2020-05-11 22:16:07.279,beacon, ,iPhone XR,3
2020-05-11 22:16:22.865,beacon, ,iPhone XR,3
2020-05-11 22:16:38.360,beacon, ,iPhone XR,3
2020-05-11 22:16:53.746,beacon, ,iPhone XR,3
2020-05-11 22:17:09.154,beacon, ,iPhone XR,3
2020-05-11 22:17:24.358,beacon, ,iPhone XR,3
2020-05-11 22:17:39.755,beacon, ,iPhone XR,3
2020-05-11 22:17:55.168,beacon, ,iPhone XR,3
2020-05-11 22:18:10.510,beacon, ,iPhone XR,3
2020-05-11 22:19:15.336,beacon, ,iPhone XR,4
2020-05-11 22:19:30.775,beacon, ,iPhone XR,4
2020-05-11 22:19:46.152,beacon, ,iPhone XR,4
2020-05-11 22:20:01.567,beacon, ,iPhone XR,4
2020-05-11 22:20:16.583,beacon, ,iPhone XR,4
2020-05-11 22:20:31.998,beacon, ,iPhone XR,4
2020-05-11 22:20:47.281,beacon, ,iPhone XR,4
2020-05-11 22:21:02.667,beacon, ,iPhone XR,4
2020-05-11 22:21:37.107,beacon, ,iPhone XR,5
2020-05-11 22:21:52.281,beacon, ,iPhone XR,5
2020-05-11 22:22:07.668,beacon, ,iPhone XR,5
2020-05-11 22:22:23.153,beacon, ,iPhone XR,5
2020-05-11 22:22:38.418,beacon, ,iPhone XR,5
2020-05-11 22:22:53.748,beacon, ,iPhone XR,5
2020-05-11 22:23:09.258,beacon, ,iPhone XR,5
2020-05-11 22:23:24.508,beacon, ,iPhone XR,5
2020-05-11 22:23:46.871,beacon, ,iPhone XR,6
2020-05-11 22:24:02.282,beacon, ,iPhone XR,6
2020-05-11 22:24:17.677,beacon, ,iPhone XR,6
2020-05-11 22:24:33.153,beacon, ,iPhone XR,6
2020-05-11 22:24:48.411,beacon, ,iPhone XR,6
2020-05-11 22:25:03.547,beacon, ,iPhone XR,6
2020-05-11 22:25:19.044,beacon, ,iPhone XR,6
2020-05-11 22:25:34.419,beacon, ,iPhone XR,6
2020-05-11 22:25:57.265,beacon, ,iPhone XR,8
2020-05-11 22:26:12.282,beacon, ,iPhone XR,8
2020-05-11 22:26:27.676,beacon, ,iPhone XR,8
2020-05-11 22:26:43.189,beacon, ,iPhone XR,8
2020-05-11 22:26:58.574,beacon, ,iPhone XR,8
2020-05-11 22:27:13.590,beacon, ,iPhone XR,8
2020-05-11 22:27:28.845,beacon, ,iPhone XR,8
2020-05-11 22:27:44.328,beacon, ,iPhone XR,8
