2020-05-26 15:29:02.415,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.416,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.482,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.483,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.517,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-61,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.518,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-61,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.546,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-61,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.546,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-61,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.578,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-69,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.579,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-70,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.605,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.606,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-59,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.637,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-61,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.638,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-62,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.667,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-61,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.668,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-61,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.697,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-70,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.698,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-72,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.727,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.729,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.764,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-62,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.765,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-62,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.799,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-72,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.800,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-74,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.866,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-59,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.867,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.895,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-63,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.897,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-64,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.961,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-59,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.963,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-60,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.992,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-64,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:02.993,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-65,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:03.024,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-63,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:03.026,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-64,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:03.054,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-72,BlueProxTx,-999.0,-1.0,10
2020-05-26 15:29:03.055,Bluetooth,221148F1-C24C-D2D5-CDA0-E8BE535E0A29,-73,BlueProxTx,-999.0,-1.0,10
