2020-05-26 15:29:02.352,environment,hallway,center congested,10
2020-05-26 15:29:17.640,environment,hallway,center congested,10
2020-05-26 15:29:32.973,environment,hallway,center congested,10
2020-05-26 15:29:48.486,environment,hallway,center congested,10
2020-05-26 15:30:03.976,environment,hallway,center congested,10
2020-05-26 15:30:19.230,environment,hallway,center congested,10
2020-05-26 15:30:34.673,environment,hallway,center congested,10
2020-05-26 15:30:50.039,environment,hallway,center congested,10
2020-05-26 15:33:49.902,environment,hallway,center congested,12
2020-05-26 15:34:05.408,environment,hallway,center congested,12
2020-05-26 15:34:20.871,environment,hallway,center congested,12
2020-05-26 15:34:36.375,environment,hallway,center congested,12
2020-05-26 15:34:51.882,environment,hallway,center congested,12
2020-05-26 15:35:07.373,environment,hallway,center congested,12
2020-05-26 15:35:22.671,environment,hallway,center congested,12
2020-05-26 15:35:38.179,environment,hallway,center congested,12
2020-05-26 15:36:09.405,environment,hallway,center congested,15
2020-05-26 15:36:24.903,environment,hallway,center congested,15
2020-05-26 15:36:40.412,environment,hallway,center congested,15
2020-05-26 15:36:55.912,environment,hallway,center congested,15
2020-05-26 15:37:11.405,environment,hallway,center congested,15
2020-05-26 15:37:26.916,environment,hallway,center congested,15
2020-05-26 15:37:42.414,environment,hallway,center congested,15
2020-05-26 15:37:57.905,environment,hallway,center congested,15
2020-05-26 15:17:38.895,environment,hallway,center congested,3
2020-05-26 15:17:54.235,environment,hallway,center congested,3
2020-05-26 15:18:09.714,environment,hallway,center congested,3
2020-05-26 15:18:25.221,environment,hallway,center congested,3
2020-05-26 15:18:40.715,environment,hallway,center congested,3
2020-05-26 15:18:56.045,environment,hallway,center congested,3
2020-05-26 15:19:11.552,environment,hallway,center congested,3
2020-05-26 15:19:27.059,environment,hallway,center congested,3
2020-05-26 15:20:09.381,environment,hallway,center congested,4
2020-05-26 15:20:24.878,environment,hallway,center congested,4
2020-05-26 15:20:40.377,environment,hallway,center congested,4
2020-05-26 15:20:55.888,environment,hallway,center congested,4
2020-05-26 15:21:11.310,environment,hallway,center congested,4
2020-05-26 15:21:26.644,environment,hallway,center congested,4
2020-05-26 15:21:42.149,environment,hallway,center congested,4
2020-05-26 15:21:57.657,environment,hallway,center congested,4
2020-05-26 15:22:23.328,environment,hallway,center congested,5
2020-05-26 15:22:38.843,environment,hallway,center congested,5
2020-05-26 15:22:54.233,environment,hallway,center congested,5
2020-05-26 15:23:09.743,environment,hallway,center congested,5
2020-05-26 15:23:25.254,environment,hallway,center congested,5
2020-05-26 15:23:40.753,environment,hallway,center congested,5
2020-05-26 15:23:56.075,environment,hallway,center congested,5
2020-05-26 15:24:11.376,environment,hallway,center congested,5
2020-05-26 15:24:34.952,environment,hallway,center congested,6
2020-05-26 15:24:50.309,environment,hallway,center congested,6
2020-05-26 15:25:05.809,environment,hallway,center congested,6
2020-05-26 15:25:21.316,environment,hallway,center congested,6
2020-05-26 15:25:36.816,environment,hallway,center congested,6
2020-05-26 15:25:52.319,environment,hallway,center congested,6
2020-05-26 15:26:07.810,environment,hallway,center congested,6
2020-05-26 15:26:23.308,environment,hallway,center congested,6
2020-05-26 15:26:48.410,environment,hallway,center congested,8
2020-05-26 15:27:03.641,environment,hallway,center congested,8
2020-05-26 15:27:18.874,environment,hallway,center congested,8
2020-05-26 15:27:34.231,environment,hallway,center congested,8
2020-05-26 15:27:49.742,environment,hallway,center congested,8
2020-05-26 15:28:05.041,environment,hallway,center congested,8
2020-05-26 15:28:20.541,environment,hallway,center congested,8
2020-05-26 15:28:35.973,environment,hallway,center congested,8
