2020-05-26 15:29:02.359,beacon, ,iPhone 6s,10
2020-05-26 15:29:17.642,beacon, ,iPhone 6s,10
2020-05-26 15:29:32.979,beacon, ,iPhone 6s,10
2020-05-26 15:29:48.487,beacon, ,iPhone 6s,10
2020-05-26 15:30:03.978,beacon, ,iPhone 6s,10
2020-05-26 15:30:19.232,beacon, ,iPhone 6s,10
2020-05-26 15:30:34.675,beacon, ,iPhone 6s,10
2020-05-26 15:30:50.041,beacon, ,iPhone 6s,10
2020-05-26 15:33:49.908,beacon, ,iPhone 6s,12
2020-05-26 15:34:05.410,beacon, ,iPhone 6s,12
2020-05-26 15:34:20.873,beacon, ,iPhone 6s,12
2020-05-26 15:34:36.377,beacon, ,iPhone 6s,12
2020-05-26 15:34:51.884,beacon, ,iPhone 6s,12
2020-05-26 15:35:07.375,beacon, ,iPhone 6s,12
2020-05-26 15:35:22.673,beacon, ,iPhone 6s,12
2020-05-26 15:35:38.181,beacon, ,iPhone 6s,12
2020-05-26 15:36:09.410,beacon, ,iPhone 6s,15
2020-05-26 15:36:24.905,beacon, ,iPhone 6s,15
2020-05-26 15:36:40.414,beacon, ,iPhone 6s,15
2020-05-26 15:36:55.915,beacon, ,iPhone 6s,15
2020-05-26 15:37:11.407,beacon, ,iPhone 6s,15
2020-05-26 15:37:26.918,beacon, ,iPhone 6s,15
2020-05-26 15:37:42.416,beacon, ,iPhone 6s,15
2020-05-26 15:37:57.907,beacon, ,iPhone 6s,15
2020-05-26 15:17:38.902,beacon, ,iPhone 6s,3
2020-05-26 15:17:54.236,beacon, ,iPhone 6s,3
2020-05-26 15:18:09.716,beacon, ,iPhone 6s,3
2020-05-26 15:18:25.223,beacon, ,iPhone 6s,3
2020-05-26 15:18:40.717,beacon, ,iPhone 6s,3
2020-05-26 15:18:56.047,beacon, ,iPhone 6s,3
2020-05-26 15:19:11.554,beacon, ,iPhone 6s,3
2020-05-26 15:19:27.061,beacon, ,iPhone 6s,3
2020-05-26 15:20:09.382,beacon, ,iPhone 6s,4
2020-05-26 15:20:24.882,beacon, ,iPhone 6s,4
2020-05-26 15:20:40.379,beacon, ,iPhone 6s,4
2020-05-26 15:20:55.890,beacon, ,iPhone 6s,4
2020-05-26 15:21:11.312,beacon, ,iPhone 6s,4
2020-05-26 15:21:26.646,beacon, ,iPhone 6s,4
2020-05-26 15:21:42.152,beacon, ,iPhone 6s,4
2020-05-26 15:21:57.659,beacon, ,iPhone 6s,4
2020-05-26 15:22:23.331,beacon, ,iPhone 6s,5
2020-05-26 15:22:38.845,beacon, ,iPhone 6s,5
2020-05-26 15:22:54.235,beacon, ,iPhone 6s,5
2020-05-26 15:23:09.745,beacon, ,iPhone 6s,5
2020-05-26 15:23:25.256,beacon, ,iPhone 6s,5
2020-05-26 15:23:40.755,beacon, ,iPhone 6s,5
2020-05-26 15:23:56.077,beacon, ,iPhone 6s,5
2020-05-26 15:24:11.379,beacon, ,iPhone 6s,5
2020-05-26 15:24:34.956,beacon, ,iPhone 6s,6
2020-05-26 15:24:50.311,beacon, ,iPhone 6s,6
2020-05-26 15:25:05.811,beacon, ,iPhone 6s,6
2020-05-26 15:25:21.318,beacon, ,iPhone 6s,6
2020-05-26 15:25:36.818,beacon, ,iPhone 6s,6
2020-05-26 15:25:52.321,beacon, ,iPhone 6s,6
2020-05-26 15:26:07.812,beacon, ,iPhone 6s,6
2020-05-26 15:26:23.310,beacon, ,iPhone 6s,6
2020-05-26 15:26:48.417,beacon, ,iPhone 6s,8
2020-05-26 15:27:03.643,beacon, ,iPhone 6s,8
2020-05-26 15:27:18.877,beacon, ,iPhone 6s,8
2020-05-26 15:27:34.233,beacon, ,iPhone 6s,8
2020-05-26 15:27:49.744,beacon, ,iPhone 6s,8
2020-05-26 15:28:05.045,beacon, ,iPhone 6s,8
2020-05-26 15:28:20.543,beacon, ,iPhone 6s,8
2020-05-26 15:28:35.975,beacon, ,iPhone 6s,8
