2020-05-19 14:40:28.704,Activity,26860.286595,stationary,0,10
2020-05-19 14:40:29.502,Activity,26862.188963250002,,2,10
2020-05-19 14:40:31.728,Activity,26864.41246016667,stationary,0,10
2020-05-19 14:40:32.355,Activity,26865.04209916667,,2,10
2020-05-19 14:40:33.306,Activity,26865.993080750002,stationary,0,10
2020-05-19 14:40:33.621,Activity,26866.310141541668,,2,10
2020-05-19 14:40:33.942,Activity,26866.62715754167,stationary,0,10
2020-05-19 14:40:34.574,Activity,26867.261212625002,,2,10
2020-05-19 14:40:34.891,Activity,26867.578198625,stationary,0,10
2020-05-19 14:40:36.803,Activity,26869.4848925,,2,10
2020-05-19 14:40:37.106,Activity,26869.7974235,stationary,0,10
2020-05-19 14:40:37.428,Activity,26870.114544375003,,2,10
2020-05-19 14:40:38.384,Activity,26871.065933125003,stationary,0,10
2020-05-19 14:40:44.185,Activity,26875.8202635,,2,10
2020-05-19 14:40:44.723,Activity,26877.405343000002,stationary,0,10
2020-05-19 14:40:45.353,Activity,26878.039345,,2,10
2020-05-19 14:40:51.697,Activity,26884.38127,stationary,0,10
2020-05-19 14:40:52.325,Activity,26885.013899,,2,10
2020-05-19 14:40:59.642,Activity,26885.013899,,2,10
2020-05-19 14:41:00.257,Activity,26892.93936975,stationary,0,10
2020-05-19 14:41:03.424,Activity,26896.10966841667,,2,10
2020-05-19 14:41:04.374,Activity,26897.06053541667,stationary,0,10
2020-05-19 14:41:05.645,Activity,26898.329183125003,,2,10
2020-05-19 14:41:05.960,Activity,26898.645651125,stationary,0,10
2020-05-19 14:41:06.911,Activity,26899.596805875,,2,10
2020-05-19 14:41:07.232,Activity,26899.918033875,stationary,0,10
2020-05-19 14:41:07.865,Activity,26900.547852000003,,2,10
2020-05-19 14:41:08.813,Activity,26901.499043125,stationary,0,10
2020-05-19 14:41:15.136,Activity,26903.084367875002,,2,10
2020-05-19 14:41:16.106,Activity,26908.79110966667,stationary,0,10
2020-05-19 14:41:16.739,Activity,26909.425028541667,,2,10
2020-05-19 14:41:17.690,Activity,26910.3761175,stationary,0,10
2020-05-19 14:41:18.643,Activity,26911.327265875003,,2,10
2020-05-19 14:41:18.958,Activity,26911.644251875,stationary,0,10
2020-05-19 14:41:19.914,Activity,26912.59986691667,,2,10
2020-05-19 14:41:20.223,Activity,26912.912275916668,stationary,0,10
2020-05-19 14:41:20.860,Activity,26913.54645791667,,2,10
2020-05-19 14:41:21.176,Activity,26913.863443916667,stationary,0,10
2020-05-19 14:41:21.813,Activity,26914.49756541667,,2,10
2020-05-19 14:41:30.641,Activity,26914.49756541667,,2,10
2020-05-19 14:41:36.711,Activity,26929.397529541668,stationary,0,10
2020-05-19 14:41:37.347,Activity,26930.031654541668,,2,10
2020-05-19 14:41:46.152,Activity,26934.469981875,,2,10
2020-05-19 14:41:47.817,Activity,26940.501297416668,stationary,0,10
