2020-05-19 14:40:28.717,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,127,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.748,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,127,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.783,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-77,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.784,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-77,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.812,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-73,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.815,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-73,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.847,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.849,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.876,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-71,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.878,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.911,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-77,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.912,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-77,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.943,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.946,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.979,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-71,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:28.980,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.012,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-78,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.013,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-77,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.071,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.072,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.103,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-71,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.104,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.135,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-77,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.136,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-77,BlueProxTx,-999.0,-1.0,10
2020-05-19 14:40:29.167,Bluetooth,241F27DD-619B-8028-5792-57B777E5D885,-72,BlueProxTx,-999.0,-1.0,10
