2020-05-19 14:40:28.673,subject,in hand,standing,unknown,10
2020-05-19 14:40:44.165,subject,in hand,standing,unknown,10
2020-05-19 14:40:59.629,subject,in hand,standing,unknown,10
2020-05-19 14:41:15.120,subject,in hand,standing,unknown,10
2020-05-19 14:41:30.627,subject,in hand,standing,unknown,10
2020-05-19 14:41:46.136,subject,in hand,standing,unknown,10
2020-05-19 14:42:01.637,subject,in hand,standing,unknown,10
2020-05-19 14:42:17.150,subject,in hand,standing,unknown,10
2020-05-19 14:42:49.129,subject,in hand,standing,unknown,12
2020-05-19 14:43:04.619,subject,in hand,standing,unknown,12
2020-05-19 14:43:20.112,subject,in hand,standing,unknown,12
2020-05-19 14:43:35.613,subject,in hand,standing,unknown,12
2020-05-19 14:43:51.030,subject,in hand,standing,unknown,12
2020-05-19 14:44:06.209,subject,in hand,standing,unknown,12
2020-05-19 14:44:21.629,subject,in hand,standing,unknown,12
2020-05-19 14:44:37.136,subject,in hand,standing,unknown,12
2020-05-19 14:45:04.101,subject,in hand,standing,unknown,15
2020-05-19 14:45:19.609,subject,in hand,standing,unknown,15
2020-05-19 14:45:35.031,subject,in hand,standing,unknown,15
2020-05-19 14:45:50.513,subject,in hand,standing,unknown,15
2020-05-19 14:46:05.917,subject,in hand,standing,unknown,15
2020-05-19 14:46:21.339,subject,in hand,standing,unknown,15
2020-05-19 14:46:36.847,subject,in hand,standing,unknown,15
2020-05-19 14:46:52.356,subject,in hand,standing,unknown,15
2020-05-19 14:28:45.394,subject,in hand,standing,unknown,3
2020-05-19 14:29:00.665,subject,in hand,standing,unknown,3
2020-05-19 14:29:16.152,subject,in hand,standing,unknown,3
2020-05-19 14:29:31.661,subject,in hand,standing,unknown,3
2020-05-19 14:29:47.162,subject,in hand,standing,unknown,3
2020-05-19 14:30:02.358,subject,in hand,standing,unknown,3
2020-05-19 14:30:17.870,subject,in hand,standing,unknown,3
2020-05-19 14:30:33.058,subject,in hand,standing,unknown,3
2020-05-19 14:31:29.724,subject,in hand,standing,unknown,4
2020-05-19 14:31:45.220,subject,in hand,standing,unknown,4
2020-05-19 14:32:00.722,subject,in hand,standing,unknown,4
2020-05-19 14:32:16.141,subject,in hand,standing,unknown,4
2020-05-19 14:32:31.649,subject,in hand,standing,unknown,4
2020-05-19 14:32:47.156,subject,in hand,standing,unknown,4
2020-05-19 14:33:02.357,subject,in hand,standing,unknown,4
2020-05-19 14:33:17.847,subject,in hand,standing,unknown,4
2020-05-19 14:33:46.278,subject,in hand,standing,unknown,5
2020-05-19 14:34:01.722,subject,in hand,standing,unknown,5
2020-05-19 14:34:17.211,subject,in hand,standing,unknown,5
2020-05-19 14:34:32.357,subject,in hand,standing,unknown,5
2020-05-19 14:34:47.863,subject,in hand,standing,unknown,5
2020-05-19 14:35:03.352,subject,in hand,standing,unknown,5
2020-05-19 14:35:18.776,subject,in hand,standing,unknown,5
2020-05-19 14:35:34.275,subject,in hand,standing,unknown,5
2020-05-19 14:35:58.588,subject,in hand,standing,unknown,6
2020-05-19 14:36:14.105,subject,in hand,standing,unknown,6
2020-05-19 14:36:29.618,subject,in hand,standing,unknown,6
2020-05-19 14:36:45.125,subject,in hand,standing,unknown,6
2020-05-19 14:37:00.627,subject,in hand,standing,unknown,6
2020-05-19 14:37:16.134,subject,in hand,standing,unknown,6
2020-05-19 14:37:31.642,subject,in hand,standing,unknown,6
2020-05-19 14:37:47.151,subject,in hand,standing,unknown,6
2020-05-19 14:38:14.479,subject,in hand,standing,unknown,8
2020-05-19 14:38:29.964,subject,in hand,standing,unknown,8
2020-05-19 14:38:45.471,subject,in hand,standing,unknown,8
2020-05-19 14:39:00.960,subject,in hand,standing,unknown,8
2020-05-19 14:39:16.448,subject,in hand,standing,unknown,8
2020-05-19 14:39:31.739,subject,in hand,standing,unknown,8
2020-05-19 14:39:47.251,subject,in hand,standing,unknown,8
2020-05-19 14:40:02.356,subject,in hand,standing,unknown,8
