2020-05-12 13:11:29.169,Magnetic-field,-18.262889862060547,-31.982627868652344,-35.338348388671875,high,10
2020-05-12 13:11:29.420,Magnetic-field,-17.004600524902344,-33.563011169433594,-34.735198974609375,high,10
2020-05-12 13:11:29.669,Magnetic-field,-50.865047454833984,-7.566131591796875,-0.922119140625,high,10
2020-05-12 13:11:29.921,Magnetic-field,-35.74675369262695,28.515037536621094,26.4361572265625,high,10
2020-05-12 13:11:30.171,Magnetic-field,-41.658836364746094,26.37285614013672,16.0645751953125,high,10
2020-05-12 13:11:30.421,Magnetic-field,-45.33576583862305,21.216163635253906,13.286224365234375,high,10
2020-05-12 13:11:30.671,Magnetic-field,-42.082237243652344,24.64928436279297,18.5780029296875,high,10
2020-05-12 13:11:30.920,Magnetic-field,-42.41176986694336,23.506202697753906,19.295257568359375,high,10
2020-05-12 13:11:31.171,Magnetic-field,-41.68888473510742,24.57030487060547,19.982208251953125,high,10
2020-05-12 13:11:31.422,Magnetic-field,-40.16658401489258,27.04590606689453,19.727508544921875,high,10
2020-05-12 13:11:31.670,Magnetic-field,-39.15828323364258,29.040626525878906,19.13909912109375,high,10
2020-05-12 13:11:31.920,Magnetic-field,-39.128875732421875,28.952865600585938,19.0755615234375,high,10
2020-05-12 13:11:32.170,Magnetic-field,-39.78561019897461,28.160385131835938,19.206787109375,high,10
2020-05-12 13:11:32.420,Magnetic-field,-40.42814254760742,27.269248962402344,19.235504150390625,high,10
2020-05-12 13:11:32.669,Magnetic-field,-40.913490295410156,26.984878540039062,19.184295654296875,high,10
2020-05-12 13:11:32.921,Magnetic-field,-40.619056701660156,27.197540283203125,18.9913330078125,high,10
2020-05-12 13:11:33.170,Magnetic-field,-40.60650634765625,26.97229766845703,18.989959716796875,high,10
2020-05-12 13:11:33.421,Magnetic-field,-40.37661361694336,27.577072143554688,18.521575927734375,high,10
2020-05-12 13:11:33.670,Magnetic-field,-40.30741882324219,28.114356994628906,17.893096923828125,high,10
2020-05-12 13:11:33.919,Magnetic-field,-40.02970504760742,28.635757446289062,17.688140869140625,high,10
2020-05-12 13:11:34.170,Magnetic-field,-40.57863235473633,28.14934539794922,17.196685791015625,high,10
2020-05-12 13:11:34.419,Magnetic-field,-41.0040168762207,28.10942840576172,15.81005859375,high,10
2020-05-12 13:11:34.667,Magnetic-field,-41.131649017333984,27.8431396484375,15.929107666015625,high,10
2020-05-12 13:11:34.920,Magnetic-field,-41.02032470703125,28.012306213378906,16.303955078125,high,10
2020-05-12 13:11:35.171,Magnetic-field,-40.86972427368164,28.072677612304688,16.725494384765625,high,10
2020-05-12 13:11:35.420,Magnetic-field,-40.72446823120117,27.854576110839844,16.813751220703125,high,10
2020-05-12 13:11:35.666,Magnetic-field,-40.793033599853516,28.35999298095703,16.882598876953125,high,10
2020-05-12 13:11:35.920,Magnetic-field,-40.52755355834961,28.355987548828125,17.047332763671875,high,10
2020-05-12 13:11:36.168,Magnetic-field,-40.64740753173828,28.191192626953125,17.16943359375,high,10
2020-05-12 13:11:36.418,Magnetic-field,-40.835044860839844,27.83343505859375,17.268829345703125,high,10
2020-05-12 13:11:36.669,Magnetic-field,-40.67018127441406,28.082916259765625,17.32080078125,high,10
2020-05-12 13:11:36.921,Magnetic-field,-40.763038635253906,27.98383331298828,17.311553955078125,high,10
2020-05-12 13:11:37.170,Magnetic-field,-40.78168487548828,27.911277770996094,17.013641357421875,high,10
2020-05-12 13:11:37.421,Magnetic-field,-40.65734100341797,27.8538818359375,17.149169921875,high,10
2020-05-12 13:11:37.670,Magnetic-field,-40.67854690551758,27.990585327148438,17.197601318359375,high,10
2020-05-12 13:11:37.919,Magnetic-field,-40.78026580810547,28.031448364257812,17.0625,high,10
2020-05-12 13:11:38.171,Magnetic-field,-40.560176849365234,28.055397033691406,16.99835205078125,high,10
2020-05-12 13:11:38.419,Magnetic-field,-40.558311462402344,28.21965789794922,16.825286865234375,high,10
2020-05-12 13:11:38.671,Magnetic-field,-40.42324447631836,28.484359741210938,16.62493896484375,high,10
2020-05-12 13:11:38.920,Magnetic-field,-40.51219940185547,28.645950317382812,16.77923583984375,high,10
2020-05-12 13:11:44.423,Magnetic-field,-47.73585891723633,17.520729064941406,7.909515380859375,high,10
2020-05-12 13:11:44.673,Magnetic-field,-47.668846130371094,17.577285766601562,8.037872314453125,high,10
2020-05-12 13:11:44.923,Magnetic-field,-47.72624969482422,17.550308227539062,7.7911376953125,high,10
2020-05-12 13:11:45.173,Magnetic-field,-47.722320556640625,17.516738891601562,7.873779296875,high,10
2020-05-12 13:11:45.423,Magnetic-field,-47.852787017822266,17.548583984375,7.47607421875,high,10
2020-05-12 13:11:45.673,Magnetic-field,-47.76515197753906,17.582199096679688,7.475799560546875,high,10
2020-05-12 13:11:45.923,Magnetic-field,-47.368228912353516,17.846328735351562,7.73834228515625,high,10
2020-05-12 13:11:46.172,Magnetic-field,-47.550559997558594,17.933250427246094,7.38739013671875,high,10
2020-05-12 13:11:46.423,Magnetic-field,-47.72344207763672,18.03234100341797,7.447723388671875,high,10
2020-05-12 13:11:46.673,Magnetic-field,-47.655948638916016,17.76921844482422,7.370269775390625,high,10
2020-05-12 13:11:46.923,Magnetic-field,-47.47830581665039,18.09966278076172,7.226470947265625,high,10
2020-05-12 13:11:47.173,Magnetic-field,-47.6340446472168,18.22907257080078,7.145538330078125,high,10
2020-05-12 13:11:47.423,Magnetic-field,-47.58259963989258,18.131607055664062,6.88824462890625,high,10
