2020-05-12 13:11:28.904,environment,large room,center open,10
2020-05-12 13:11:44.158,environment,large room,center open,10
2020-05-12 13:11:59.239,environment,large room,center open,10
2020-05-12 13:12:14.752,environment,large room,center open,10
2020-05-12 13:12:29.924,environment,large room,center open,10
2020-05-12 13:12:45.242,environment,large room,center open,10
2020-05-12 13:13:00.739,environment,large room,center open,10
2020-05-12 13:13:16.110,environment,large room,center open,10
2020-05-12 13:13:34.927,environment,large room,center open,12
2020-05-12 13:13:50.308,environment,large room,center open,12
2020-05-12 13:14:05.826,environment,large room,center open,12
2020-05-12 13:14:21.326,environment,large room,center open,12
2020-05-12 13:14:36.398,environment,large room,center open,12
2020-05-12 13:14:51.845,environment,large room,center open,12
2020-05-12 13:15:07.353,environment,large room,center open,12
2020-05-12 13:15:22.872,environment,large room,center open,12
2020-05-12 13:15:39.616,environment,large room,center open,15
2020-05-12 13:15:55.095,environment,large room,center open,15
2020-05-12 13:16:10.613,environment,large room,center open,15
2020-05-12 13:16:25.931,environment,large room,center open,15
2020-05-12 13:16:41.398,environment,large room,center open,15
2020-05-12 13:16:56.830,environment,large room,center open,15
2020-05-12 13:17:12.242,environment,large room,center open,15
2020-05-12 13:17:27.692,environment,large room,center open,15
2020-05-12 13:01:04.770,environment,large room,center open,3
2020-05-12 13:01:20.279,environment,large room,center open,3
2020-05-12 13:01:35.572,environment,large room,center open,3
2020-05-12 13:01:51.065,environment,large room,center open,3
2020-05-12 13:02:06.397,environment,large room,center open,3
2020-05-12 13:02:21.836,environment,large room,center open,3
2020-05-12 13:02:37.235,environment,large room,center open,3
2020-05-12 13:02:52.698,environment,large room,center open,3
2020-05-12 13:03:10.559,environment,large room,center open,4
2020-05-12 13:03:25.887,environment,large room,center open,4
2020-05-12 13:03:41.397,environment,large room,center open,4
2020-05-12 13:03:56.888,environment,large room,center open,4
2020-05-12 13:04:12.309,environment,large room,center open,4
2020-05-12 13:04:27.825,environment,large room,center open,4
2020-05-12 13:04:43.277,environment,large room,center open,4
2020-05-12 13:04:58.541,environment,large room,center open,4
2020-05-12 13:05:15.832,environment,large room,center open,5
2020-05-12 13:05:31.340,environment,large room,center open,5
2020-05-12 13:05:46.397,environment,large room,center open,5
2020-05-12 13:06:01.833,environment,large room,center open,5
2020-05-12 13:06:17.171,environment,large room,center open,5
2020-05-12 13:06:32.662,environment,large room,center open,5
2020-05-12 13:06:48.179,environment,large room,center open,5
2020-05-12 13:07:03.552,environment,large room,center open,5
2020-05-12 13:07:20.641,environment,large room,center open,6
2020-05-12 13:07:35.893,environment,large room,center open,6
2020-05-12 13:07:51.397,environment,large room,center open,6
2020-05-12 13:08:06.825,environment,large room,center open,6
2020-05-12 13:08:22.216,environment,large room,center open,6
2020-05-12 13:08:37.693,environment,large room,center open,6
2020-05-12 13:08:53.201,environment,large room,center open,6
2020-05-12 13:09:08.569,environment,large room,center open,6
2020-05-12 13:09:24.713,environment,large room,center open,8
2020-05-12 13:09:39.942,environment,large room,center open,8
2020-05-12 13:09:55.057,environment,large room,center open,8
2020-05-12 13:10:10.476,environment,large room,center open,8
2020-05-12 13:10:25.961,environment,large room,center open,8
2020-05-12 13:10:41.398,environment,large room,center open,8
2020-05-12 13:10:56.842,environment,large room,center open,8
2020-05-12 13:11:12.216,environment,large room,center open,8
