beacon-subject-1,beacon-subject-2,Range-1,Angle-1,Bluetooth-1,Bluetooth-2,Bluetooth-3,Bluetooth-4,Bluetooth-5,Heading-1,Heading-2,Heading-3,Heading-4,Heading-5,Heading-6,Accelerometer-1,Accelerometer-2,Accelerometer-3,Gyroscope-1,Gyroscope-2,Gyroscope-3,Attitude-1,Attitude-2,Attitude-3,Gravity-1,Gravity-2,Gravity-3,Bucket-Id,Distance
front pants pocket, standing, 10.0, 45.0, F0481576-4A9C-2865-F53B-302FBFB341DE, -70.18548387096774, BlueProxTx, -710.5737089201878, 514751867.2831151, 114.24116516113281, 128.58159001668295, 14.432500521341959, -25.541700045267742, 13.957387288411459, 66.68964385986328, -0.08146051260141227, -0.13130540114182693, -0.29910923884465146, 0.015159337650914175, -0.013497648712030378, 0.015301991058892723, 0.1459079209782334, -0.035586263605229394, 0.2907874223204837, -0.07770765880839182, -0.1293364059753143, -0.2957156775519252, 9, 10
front pants pocket, standing, 10.0, 45.0, 6E8079ED-C05D-07FE-4973-FE61AD691AA4, -63.23076923076923, BlueProxTx, -522.0, 546973973.0232449, 114.24116516113281, 128.58159001668295, 14.432500521341959, -25.541700045267742, 13.957387288411459, 66.68964385986328, -0.08653611403245193, -0.139312744140625, -0.29465543306790865, -0.01709677765224434, 0.028560066744240775, -0.03302041086640982, 0.15304659592936207, -0.046142580879273476, 0.2991229308349823, -0.08411291438656357, -0.1321619817843804, -0.28600886550087196, 10, 10
front pants pocket, standing, 10.0, 45.0, 64EAB1FF-002C-FEC6-D327-71240ADABD99, -67.59851301115242, BlueProxTx, -740.6047700170358, 493414113.3088914, 133.7081996599833, 147.9914231300354, 13.767791906992594, -6.563251654307048, 7.348339080810547, 6.909537633260091, -0.16657193501790366, -0.0074214935302734375, -0.2404346466064453, -0.00040248145518336637, -0.0039000767200647233, -0.0058324447919469715, -0.04257497563779286, -0.29069506170726184, 0.15463544989685876, -0.1725584608890737, -0.005411524325609207, -0.23516334670906267, 15, 10
front pants pocket, standing, 10.0, 45.0, C596DC63-D481-32A2-1BCE-6F0275285F31, -68.32247191011236, BlueProxTx, -709.6843718079673, 493106659.4602138, 133.7081996599833, 147.9914231300354, 13.767791906992594, -6.563251654307048, 7.348339080810547, 6.909537633260091, -0.11707369486490886, -0.027153968811035156, -0.30532264709472656, -0.011337958758178923, 0.0189164331474681, -0.006181818321461428, -0.0064647767185109185, -0.20944791763808213, 0.453932581061722, -0.11888294404586001, -0.025931758418058354, -0.30336740442241233, 16, 10
front pants pocket, standing, 10.0, 45.0, 068DCB75-776C-8211-A621-EBCE5A4F741B, -65.01132502831257, BlueProxTx, -730.877358490566, 491289465.9444821, 123.69676971435547, 138.09123992919922, 14.322405815124512, -15.357131958007812, -23.353519439697266, -38.41939735412598, -0.11563396453857422, -0.021905899047851562, -0.3073813120524089, -0.006661120849402221, 0.001992249506828306, 0.008787987926490078, -0.012215908507028727, -0.2087675833895517, 0.4711378112644448, -0.11712355795195133, -0.02070772120108207, -0.30556664941832423, 17, 10
front pants pocket, standing, 10.0, 45.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -64.12407991587803, BlueProxTx, -680.0592734225621, 519403834.2352765, 98.84030151367188, 113.23416137695312, 15.859893798828125, -10.382780075073242, -44.06446838378906, -4.233253479003906, -0.1034906005859375, -0.0673687744140625, -0.29942901611328127, -0.0017221757112899283, -0.00325832964748192, -0.0033542462447050414, 0.050655150205494694, -0.18550249624306425, 0.5466209718356514, -0.10631688373570797, -0.06443651169538497, -0.29992637276649475, 18, 10
front pants pocket, standing, 10.0, 45.0, F0481576-4A9C-2865-F53B-302FBFB341DE, -67.7990243902439, BlueProxTx, -671.8158614402917, 515895699.52026933, 98.84030151367188, 113.23416137695312, 15.859893798828125, -10.382780075073242, -44.06446838378906, -4.233253479003906, -0.09724191518930289, -0.10060295691856971, -0.2971182603102464, -0.011785875690835963, 0.013880753983002276, -0.020325537370227943, 0.09449928919708614, -0.15453421356691696, 0.6140784013846969, -0.09400160861416505, -0.09856138607630363, -0.2995162972678932, 19, 10
front pants pocket, standing, 10.0, 45.0, 15E6F478-7471-C56B-BD52-237B4D730DE7, -64.07818532818533, BlueProxTx, -680.4581458145815, 512699509.8539426, 114.9283218383789, 129.3223361968994, 15.47305965423584, -6.928052604198456, -40.88320255279541, -13.193191528320312, -0.09549713134765625, -0.09876163189227764, -0.3091025719275841, 0.007992576595554827, -0.022712497279527035, -0.010083198930953859, 0.08811552481476065, -0.16157321815391482, 0.601088299711615, -0.09361885668819442, -0.09564400245161618, -0.29109542217909123, 20, 10
front pants pocket, standing, 10.0, 45.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -64.79408866995074, BlueProxTx, -694.9673913043479, 497685265.0290624, 114.9283218383789, 129.3223361968994, 15.47305965423584, -6.928052604198456, -40.88320255279541, -13.193191528320312, -0.08971258310171273, -0.10370988112229568, -0.30206915048452526, -0.004832966460770236, 0.024138610173698796, -0.00727179212677329, 0.10149272978277668, -0.13493911592396812, 0.5705073557329725, -0.08504337255586712, -0.1062173972714622, -0.31319724360726914, 21, 10
front pants pocket, standing, 10.0, 45.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -64.85276679841897, BlueProxTx, -731.1149321266969, 485609702.20984423, 159.586962890625, 101.93761863708497, 14.733809280395509, -5.935194492340088, -22.50356674194336, -5.681889343261719, -0.08444830087515023, -0.10530031644381009, -0.2975815993088942, -0.010541575249342046, 0.013428241906187764, 0.013199394215012051, 0.10133749113529943, -0.12202607014232932, 0.5895108856816205, -0.08652705609942866, -0.10414123950669399, -0.2975884684934639, 22, 10
front pants pocket, standing, 10.0, 45.0, 45BB21B3-F99E-0BEA-9F01-025EED84751E, -65.79369918699187, BlueProxTx, -705.5511737089201, 501554702.7167776, 70.00522565841675, 84.34504175186157, 15.698530197143555, -5.007851958274841, -20.028324127197266, -3.7355384826660156, -0.08520654531625602, -0.1018521235539363, -0.29678051288311297, -0.02242255642949542, 0.035165685460201684, 0.00031620421950922004, 0.09762862560816267, -0.12007479206010574, 0.6178526822837234, -0.08424161281436682, -0.10124600420777614, -0.29866596415209085, 23, 10
front pants pocket, standing, 10.0, 45.0, C596DC63-D481-32A2-1BCE-6F0275285F31, -64.4723865877712, BlueProxTx, -706.7163636363637, 497810332.7984656, 104.11167907714844, 118.50584411621094, 15.099039554595947, -9.511338233947754, -36.05087089538574, -20.950740814208984, -0.08906115018404447, -0.1007373516376202, -0.2879896897536058, -0.004484195228926327, 0.0028379259964200123, -0.007809832457155629, 0.1064887109028571, -0.0966581819505646, 0.5969885614756382, -0.0874569761262347, -0.10224185755046514, -0.28898923467988, 24, 10
front pants pocket, standing, 10.0, 90.0, 64EAB1FF-002C-FEC6-D327-71240ADABD99, -67.23577235772358, BlueProxTx, -647.9506641366224, 503424552.3108854, 84.67376708984375, 99.06763076782227, 15.852336406707764, -13.937934875488281, -42.5096435546875, -5.644023895263672, -0.03576823643275669, -0.1764678955078125, -0.3437903267996652, -0.022143936595046227, -0.01476554456087575, 0.012527937916643802, 0.21996206542288382, -0.07808415720396286, 1.0731301721995512, -0.03626941970183647, -0.17627688497304916, -0.3474780660388725, 25, 10
front pants pocket, standing, 10.0, 90.0, D959DA2C-9690-C808-5AA4-764B89BF3A0C, -73.54304635761589, BlueProxTx, -772.8757763975156, 523693600.6585881, 169.13423347473145, 183.41356420516968, 13.22048532962799, -11.869060814380646, 18.969643592834473, 8.719065427780151, -0.47196706136067706, 0.23328653971354166, -0.11685689290364583, 0.0027939664650289686, -0.005498362446013772, 0.007341580435514812, -0.3000688595986429, -0.8980886197304102, 0.5768499179995645, -0.46667147854653496, 0.23121385959287485, -0.12039111492534478, 30, 10
in hand, sitting, 10.0, 90.0, 15E6F478-7471-C56B-BD52-237B4D730DE7, -70.1857476635514, BlueProxTx, -712.6622950819672, 482836783.1240934, 191.2646780014038, 205.55567741394043, 14.915858268737793, 5.136857509613037, -7.196732521057129, -20.171897888183594, -0.10034843113111414, 0.017676975416100544, -0.3163641224736753, -0.009435307518378806, 0.013872788233365485, 0.009905367117149767, -0.06171617125189148, -0.1618857722719134, 0.1533761492498667, -0.10733250335223325, 0.022995091083904972, -0.31241920732123696, 31, 10
in hand, sitting, 10.0, 90.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -73.03571428571429, BlueProxTx, -715.3991507430998, 479391870.152084, 191.2646780014038, 205.55567741394043, 14.915858268737793, 5.136857509613037, -7.196732521057129, -20.171897888183594, -0.09738636016845703, -0.005638440450032552, -0.31856409708658856, -0.0075803440100416205, -0.019099791822407224, 0.004105307002472798, -0.023036370994804854, -0.19369517583484527, 0.23025580346245764, -0.09754187082580756, -0.005470126789684097, -0.31854169505337876, 32, 10
in hand, sitting, 10.0, 90.0, 3D00C868-68AB-05DC-157E-E0387A8ED531, -74.19977037887486, BlueProxTx, -723.0371549893842, 483932870.3446969, 247.89904022216797, 262.21348571777344, 13.633340835571289, 1.9745712280273438, -29.198711395263672, -12.81036376953125, -0.1020657221476237, -0.012338638305664062, -0.31404972076416016, 0.0020889171237771127, 0.017094187352553396, 0.0014759959880964145, -0.014139808890028157, -0.2000059262809054, 0.23036696964900957, -0.10293512528005522, -0.012949777611841759, -0.31973387914088863, 33, 10
in hand, sitting, 10.0, 90.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -75.28536285362854, BlueProxTx, -686.154020385051, 506568612.21259224, 247.89904022216797, 262.21348571777344, 13.633340835571289, 1.9745712280273438, -29.198711395263672, -12.81036376953125, -0.09994761149088542, -0.01728534698486328, -0.31918176015218097, -0.0014364149810470038, -0.005835052463093991, -0.001390020325914218, -0.01124022102880362, -0.18998598630920305, 0.22640812818546677, -0.0977304307113324, -0.015835015879323084, -0.31841664722499746, 34, 10
in hand, sitting, 10.0, 90.0, 0B687667-C847-8145-98CE-AF3F9465FF81, -76.14602803738318, BlueProxTx, -713.5289699570816, 489781145.1603982, 252.09701538085938, 266.3922576904297, 15.0, 11.471244812011719, -50.39546203613281, 3.529449462890625, -0.1041714350382487, -0.012482007344563803, -0.32013797760009766, -0.004584987072673353, 0.030623378539770412, 0.004565063229538476, -0.016571364688879726, -0.20240922749344706, 0.2503452482178372, -0.10332477501166674, -0.012017247267067432, -0.31645335140638053, 35, 10
in hand, sitting, 10.0, 90.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -74.6393831553974, BlueProxTx, -722.6327868852459, 484847106.61238796, 254.4513702392578, 268.7466125488281, 15.0, 13.95050048828125, -50.35481262207031, 1.962646484375, -0.10756142934163411, -0.01458740234375, -0.3178641001383464, -0.012455304607094998, -0.00761831072938163, 0.003096840096754086, -0.014735832471336021, -0.2113313110159042, 0.26800853433710625, -0.10359663642763432, -0.013240884834279617, -0.31840680322299403, 36, 10
in hand, sitting, 10.0, 90.0, A5D53278-42DD-D704-E56E-B32EE550599F, -75.93863179074447, BlueProxTx, -684.8827906976744, 498029863.0550868, 192.25531005859375, 206.599853515625, 15.434484004974365, 4.384289264678955, -47.73387908935547, 0.7092742919921875, -0.08902605842141544, -0.07350996428844976, -0.31023511699601714, 0.005126052474888458, -0.006460233064830417, 0.0042290840822333964, 0.07067255579114913, -0.16146991782791936, 0.34135630778729903, -0.09124493007160102, -0.07265765117663964, -0.3096712937249857, 37, 10
in hand, sitting, 10.0, 90.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -74.06720160481444, BlueProxTx, -678.3767186067828, 502494612.81573224, 149.69441731770834, 164.0682118733724, 14.66131846110026, -9.346848169962565, -45.57460021972656, 10.025128682454428, -0.09422889122596154, -0.0920727069561298, -0.3055472740760216, -0.00895553966485876, 0.03259010083063117, -0.006522455151873951, 0.10450651750212174, -0.16279137732214513, 0.40101152451623506, -0.09177205148332107, -0.09355337545275688, -0.3035752409352706, 38, 10
front pants pocket, sitting, 10.0, 90.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -74.44228903976722, BlueProxTx, -665.8568856885688, 502793872.23120224, 195.22566986083984, 209.5702133178711, 15.42061185836792, 3.9345035552978516, -28.623687744140625, -21.649547576904297, -0.09063339233398438, -0.08982614370492789, -0.29754051795372594, -0.008868372536539456, 0.005375314126464857, 0.004679435448696783, 0.099106163807981, -0.1548039120499334, 0.40051802034620604, -0.08697648485674737, -0.09158999415544364, -0.29970326317617524, 39, 10
front pants pocket, sitting, 10.0, 90.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -73.66856492027335, BlueProxTx, -683.2911392405064, 508053792.2622, 45.539363861083984, 59.71703338623047, 15.21495532989502, -8.320979118347168, 50.5654296875, 2.793975830078125, -0.036951147991677986, -0.13040824558423914, -0.31691277545431384, -0.009295173238534755, 0.0006200188948210651, 0.008426224546509547, 0.15085943968114476, -0.06756357903106626, 0.38287998863283673, -0.03788579603069988, -0.12836123427943044, -0.319930633287067, 40, 10
front pants pocket, standing, 10.0, 135.0, 3D00C868-68AB-05DC-157E-E0387A8ED531, -74.86585365853658, BlueProxTx, -681.5049627791564, 507282382.0175547, 223.0091813405355, 237.31588554382324, 13.89459260304769, 4.701044003168742, -2.4909791946411133, -25.463465213775635, -0.14409891764322916, -0.09800084431966145, -0.23724407619900173, -0.030044555445346826, -0.042237497258517276, 0.030070535312940332, 0.12146838958864979, -0.2054850936581239, -0.2128145347237956, -0.14476307429787186, -0.09126612916588783, -0.2385522004009949, 46, 10
front pants pocket, standing, 10.0, 135.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -76.0514075887393, BlueProxTx, -702.1860465116279, 492646112.6569981, 212.57108561197916, 226.9655558268229, 14.468814531962076, 11.296630859375, -23.80838902791341, -36.9592399597168, -0.09534968162069515, -0.012225715481505101, -0.3170620665258291, -0.012758470590391301, 0.009672350863008976, 0.026225848618531538, -0.010821991389281894, -0.16716249012355772, -0.4959574229321816, -0.10135050040042522, -0.01029390856927755, -0.31891810751106703, 47, 10
front pants pocket, standing, 10.0, 135.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -77.18, BlueProxTx, -701.9174311926605, 498947547.4931349, 201.65077209472656, 216.0452423095703, 14.430926322937012, 5.670562744140625, -24.858566284179688, -38.14350509643555, -0.10760688781738281, 0.0052102406819661455, -0.32756392161051434, -0.004264730665176638, 0.00686141787047798, 0.00539641302148072, -0.03677205930214294, -0.17861595551181286, -0.5530939804071089, -0.10670798853971064, 0.0047372217910985155, -0.3256242437079588, 48, 10
front pants pocket, standing, 10.0, 135.0, A5D53278-42DD-D704-E56E-B32EE550599F, -77.07701564380265, BlueProxTx, -686.3939720129171, 507144890.6820498, 201.65077209472656, 216.0452423095703, 14.430926322937012, 5.670562744140625, -24.858566284179688, -38.14350509643555, -0.10842609405517578, 0.0030072530110677085, -0.3243621190388997, -0.015542851517573912, 0.0016867967280240828, -0.007023648998618757, -0.03632038887596699, -0.17493295069801348, -0.5605167668328958, -0.10710286804533098, 0.0049179294146597385, -0.3265894423335946, 49, 10
front pants pocket, standing, 10.0, 135.0, 64EAB1FF-002C-FEC6-D327-71240ADABD99, -76.69866071428571, BlueProxTx, -705.2800808897877, 482552894.6159475, 206.85650634765625, 221.2509765625, 14.407679557800293, 11.735687255859375, -20.318553924560547, -40.81131362915039, -0.10298411051432292, 0.00542449951171875, -0.3257792790730794, -0.0227870546829852, 0.03307816964933275, -0.0021609833138783313, -0.04055651333592312, -0.1620411959332473, -0.5600274653394541, -0.10442255127903384, 0.009059197890261808, -0.32879866966201615, 50, 10
front pants pocket, standing, 10.0, 135.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -76.57775119617224, BlueProxTx, -683.1933045356371, 484370121.6350948, 206.85650634765625, 221.2509765625, 14.407679557800293, 11.735687255859375, -20.318553924560547, -40.81131362915039, -0.10376612345377605, 0.009385426839192709, -0.3219493230183919, -0.0014747142745752412, 0.008527303163296881, -0.00652890560286743, -0.04399610577149371, -0.15995882808258127, -0.5511402120016574, -0.10431654152792665, 0.009983646838615337, -0.3237259348873825, 51, 10
front pants pocket, standing, 10.0, 135.0, A5D53278-42DD-D704-E56E-B32EE550599F, -76.40120481927711, BlueProxTx, -719.4535637149028, 497567649.1046706, 115.92560577392578, 130.22021484375, 11.95443344116211, -3.254906177520752, 51.469398498535156, -19.572357177734375, -0.10374164581298828, 0.0066331227620442705, -0.3215109507242839, 1.5773488740035018e-05, 0.012989124121504443, -0.004543286197405814, -0.03966279047356042, -0.16758586142319723, -0.5540220029185118, -0.10377829635884457, 0.005643695748100678, -0.3210821481770836, 52, 10
front pants pocket, standing, 10.0, 135.0, F0481576-4A9C-2865-F53B-302FBFB341DE, -77.17237163814181, BlueProxTx, -716.3348115299335, 499968531.02831167, 115.92560577392578, 130.22021484375, 11.95443344116211, -3.254906177520752, 51.469398498535156, -19.572357177734375, -0.10236644744873047, 0.0003732045491536458, -0.31931432088216144, -0.011269277249595226, 0.005278890260684961, -0.004451040824573598, -0.03496223683825986, -0.16561836434075083, -0.5553488536021361, -0.10283380222608685, 0.0019771549850702286, -0.32290650267214005, 53, 10
front pants pocket, standing, 10.0, 135.0, C596DC63-D481-32A2-1BCE-6F0275285F31, -77.93815635939323, BlueProxTx, -700.4421272158498, 483630404.7980954, 149.95933532714844, 164.3531951904297, 15.856171607971191, -3.472625732421875, -41.13343811035156, 19.851036071777344, -0.10369650522867839, 0.0006672541300455729, -0.32088184356689453, -0.007736338810266132, 0.006708929971736305, -0.0010885282486658256, -0.03439524541140641, -0.16249286092472592, -0.5575149006052483, -0.10168135756005843, 0.001609056256711483, -0.32264128919390106, 54, 10
front pants pocket, standing, 10.0, 135.0, 3D00C868-68AB-05DC-157E-E0387A8ED531, -77.09685230024213, BlueProxTx, -697.4924406047517, 473152771.5003593, 149.95933532714844, 164.3531951904297, 15.856171607971191, -3.472625732421875, -41.13343811035156, 19.851036071777344, -0.10124746958414714, 0.005104382832845052, -0.3213380177815755, -0.008676639830410879, 0.005825276333961164, -0.004843596398353962, -0.03745871992652711, -0.15992654914403107, -0.5595232405797709, -0.10079768557140294, 0.004601366817951202, -0.3220837970226664, 55, 10
front pants pocket, standing, 10.0, 135.0, 64EAB1FF-002C-FEC6-D327-71240ADABD99, -77.26463700234191, BlueProxTx, -593.4439655172414, 537551332.7447214, 149.95933532714844, 164.3531951904297, 15.856171607971191, -3.472625732421875, -41.13343811035156, 19.851036071777344, 0.05470733642578125, -0.2005889892578125, -0.3253875732421875, 0.0037760431237320357, 0.02052949661519166, 0.0004823118988917102, 0.2644305183749234, 0.6979474498344576, -0.8027133575864447, 0.05746833891607821, -0.20234535485506058, -0.32526216325350105, 56, 10
front pants pocket, standing, 10.0, 180.0, 3D00C868-68AB-05DC-157E-E0387A8ED531, -75.4018058690745, BlueProxTx, -627.5371549893842, 542455470.3279998, 145.96877973729914, 160.25072860717773, 13.820477745749734, -12.521029125560414, 15.545169136740945, -1.1734411066228694, -0.28789876302083334, -0.2344207763671875, -0.20642903645833333, -0.028652239841230207, 0.02533555646388246, -0.011796756275984773, 0.34770526137684443, -0.6068950659038935, 0.3667609264334006, -0.2860270030796528, -0.23462587098280588, -0.20636865347623826, 61, 10
in hand, sitting, 10.0, 180.0, 8C2F64EF-9CAA-45ED-E17E-7DE0375A5394, -76.75563909774436, BlueProxTx, -665.1036585365854, 492440870.27312076, 149.3691282272339, 163.73883533477783, 15.294540882110596, -0.6582866907119751, -22.64137363433838, -16.63528823852539, -0.10085461186427697, -0.06644484576056986, -0.30495677274816174, -0.002453805386787944, 0.021004727829449038, -0.010560822352904689, 0.07653508586578056, -0.11346606240505744, -0.23524987203908054, -0.09756788349363442, -0.06965626527865727, -0.30465681763256297, 62, 10
in hand, sitting, 10.0, 180.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -77.43047619047618, BlueProxTx, -684.1560846560847, 501221796.3650334, 149.3691282272339, 163.73883533477783, 15.294540882110596, -0.6582866907119751, -22.64137363433838, -16.63528823852539, -0.07684795673076923, -0.0799862788273738, -0.3050281818096454, 0.020046766086690655, 0.031010697957139417, -0.023919313874684454, 0.07514080203441185, 0.02634162439841916, -0.31388931708286616, -0.07096126871273065, -0.07795507131287685, -0.29656429746403146, 63, 10
in hand, sitting, 10.0, 180.0, 96E834B5-0047-12D1-BC23-76E74AFBFA20, -77.25285171102662, BlueProxTx, -668.1366405570061, 493618133.60057247, 84.93546676635742, 99.25519943237305, 14.450056076049805, -5.608599662780762, -10.75845718383789, -18.996278285980225, -0.07221486018254207, -0.07184307391826923, -0.2910725520207332, -0.015455225449763084, -0.009158821079784916, 0.00791613365526501, 0.06398806855088633, 0.005410213999742222, -0.2926923767684943, -0.07301304474150619, -0.07196955669384736, -0.29622943248026645, 64, 10
in hand, sitting, 10.0, 180.0, F0481576-4A9C-2865-F53B-302FBFB341DE, -77.76228686058174, BlueProxTx, -681.0298913043479, 500996503.907137, 184.02252960205078, 198.30694580078125, 15.47889757156372, -15.084965229034424, -7.711452484130859, -5.064014434814453, -0.08599853515625, -0.07860770592322716, -0.29689348660982573, -0.006629831957268434, 0.00021570073351118586, 0.0026404263384813146, 0.08405805174391699, -0.021480871248851206, -0.28572484765212375, -0.08687341778736132, -0.07921608637731808, -0.2979447932224363, 65, 10
in hand, sitting, 10.0, 180.0, BADD9AD5-0C37-790E-5812-68C25DCE46CA, -77.51479289940828, BlueProxTx, -722.1461286804798, 471127780.8025822, 42.30541276931763, 56.60049390792847, 14.241434097290039, -9.275938987731934, -22.100024223327637, -20.899855136871338, -0.10571893056233723, -0.007472038269042969, -0.3259156545003255, -0.0021976293982518356, 0.029093554067697366, -0.0022035661986122054, -0.02046029940063217, -0.1356977708382207, -0.4723803439365289, -0.10577823720329131, -0.008425749217470488, -0.32636283369114, 66, 10
